,directLowPrice,highprice,lowprice,marketPrice,midprice,mtg_subTypeName,productId
4976,0.06,1.9,0.02,0.08,0.2,Normal,145606
4977,0.19,4.49,0.1,0.2,0.44,Normal,142013
4978,1.94,19.99,4.78,6.88,7.1,Foil,142012
4979,0.05,1.99,0.41,0.74,0.81,Foil,145605
4980,0.01,1.13,0.09,0.09,0.25,Foil,144862
4981,0.01,0.7,0.08,0.12,0.25,Foil,145796
4982,0.01,2.03,0.02,0.04,0.13,Normal,145793
4983,0.01,1.22,0.02,0.07,0.15,Normal,145791
4984,0.01,9.0,0.02,0.06,0.19,Normal,145366
4985,0.56,4.0,0.19,0.66,0.69,Normal,144958
4986,0.04,0.99,0.1,0.28,0.39,Foil,145789
4987,0.01,1.28,0.05,0.07,0.38,Foil,145787
4988,0.01,1.49,0.05,0.1,0.25,Foil,145786
4989,0.25,1.89,0.35,0.57,0.92,Foil,142011
4990,0.02,2.5,0.01,0.09,0.15,Normal,145251
4991,0.49,15.0,0.39,0.65,0.78,Normal,145601
4992,0.01,10.59,0.05,0.07,0.24,Foil,145784
4993,0.03,0.98,0.01,0.06,0.14,Normal,145783
4994,0.01,1.09,0.08,0.1,0.24,Foil,145782
4995,0.01,1.15,0.05,0.08,0.35,Foil,144791
4996,0.32,4.5,0.45,0.96,1.4,Foil,142010
4997,0.01,2.01,0.01,0.04,0.13,Normal,144533
4998,0.01,1.9,0.01,0.04,0.15,Normal,145781
4999,0.02,2.0,0.13,0.33,0.38,Foil,145780
5000,0.01,2.02,0.01,0.03,0.12,Normal,145779
5001,0.35,5.77,0.57,1.01,1.35,Foil,142009
5002,0.19,3.0,0.5,0.81,1.04,Foil,142008
5003,0.01,1.2,0.01,0.04,0.12,Normal,145777
5004,0.04,2.5,0.02,0.06,0.17,Normal,145359
5005,0.21,4.99,0.05,0.28,0.71,Normal,145261
5006,0.01,2.01,0.01,0.02,0.12,Normal,145775
5007,0.01,1.0,0.06,0.07,0.25,Foil,145771
5008,0.13,1.0,0.15,0.25,0.32,Foil,145770
5009,0.1,1.11,0.25,0.57,0.75,Foil,145768
5010,0.01,2.02,0.01,0.03,0.13,Normal,145767
5011,0.01,13.25,0.05,0.17,0.37,Foil,145272
5012,0.04,1.9,0.02,0.05,0.18,Normal,144971
5013,0.55,4.99,1.18,1.32,2.24,Foil,145766
5014,0.09,2.1,0.05,0.23,0.25,Normal,145258
5015,0.02,2.5,0.01,0.05,0.14,Normal,145765
5016,2.47,6.99,1.0,2.32,2.96,Normal,144877
5017,0.01,0.7,0.04,0.09,0.24,Foil,145764
5018,0.01,2.01,0.01,0.02,0.13,Normal,145763
5019,0.01,2.01,0.01,0.02,0.12,Normal,145760
5020,0.02,2.02,0.01,0.02,0.13,Normal,145758
5021,11.82,49.95,27.89,29.74,34.48,Foil,145370
5022,0.1,2.02,0.01,0.03,0.13,Normal,145756
5023,0.01,0.99,0.08,0.08,0.25,Foil,145752
5024,0.65,3.29,0.5,1.61,1.75,Foil,142007
5025,0.13,2.99,0.33,0.68,0.88,Foil,145586
5026,0.01,2.03,0.01,0.05,0.12,Normal,144532
5027,0.01,0.98,0.09,0.16,0.29,Foil,145750
5028,0.02,2.5,0.13,0.26,0.51,Foil,145748
5029,0.25,4.99,0.25,0.5,0.71,Normal,144960
5030,0.1,10.99,0.75,1.92,2.63,Foil,145253
5031,0.01,1.0,0.08,0.12,0.25,Foil,145746
5032,0.02,2.5,0.01,0.05,0.2,Normal,145744
5033,0.07,2.5,0.03,0.09,0.24,Normal,145364
5034,0.35,9.99,0.45,1.4,1.99,Foil,142006
5035,1.84,29.98,5.56,6.46,8.1,Foil,144538
5036,0.49,4.99,1.19,1.73,1.78,Foil,142005
5037,0.01,0.99,0.04,0.07,0.25,Foil,144812
5038,0.25,500.0,0.95,1.19,1.45,Foil,145637
5039,0.1,2.82,0.07,0.18,0.24,Normal,144956
5040,0.25,8.88,0.15,0.46,0.91,Normal,142004
5041,0.09,2.77,0.06,0.12,0.28,Normal,142003
5042,0.03,2.58,0.05,0.14,0.5,Normal,145743
5043,0.01,2.01,0.01,0.05,0.14,Normal,145742
5044,0.11,2.85,0.2,1.05,1.59,Foil,144792
5045,0.04,2.0,0.28,0.36,0.72,Foil,144790
5046,0.13,2.77,0.05,0.17,0.3,Normal,142002
5047,0.34,4.99,0.1,0.37,0.9,Normal,145262
5048,0.02,1.18,0.02,0.07,0.14,Normal,145741
5049,0.26,5.99,0.25,0.72,0.73,Normal,142001
5050,0.01,1.15,0.05,0.12,0.28,Foil,145739
5051,1.01,5.99,1.99,2.27,3.13,Foil,144887
5052,0.02,1.01,0.07,0.08,0.25,Foil,145736
5053,0.25,5.0,0.16,0.37,0.75,Normal,142000
5054,0.02,1.13,0.1,0.23,0.3,Foil,145735
5055,0.01,2.04,0.01,0.03,0.12,Normal,145733
5056,0.02,1.9,0.01,0.05,0.19,Normal,145731
5057,0.01,1.0,0.04,0.06,0.25,Foil,145729
5058,0.01,1.0,0.08,0.09,0.25,Foil,145725
5059,0.01,0.98,0.05,0.1,0.24,Foil,145724
5060,0.41,5.0,0.35,1.23,0.76,Foil,145723
5061,3.49,12.99,2.48,3.58,4.25,Normal,141999
5062,0.24,2.77,0.08,0.23,0.34,Normal,141998
5063,0.01,0.98,0.02,0.05,0.14,Normal,145721
5064,0.01,1.2,0.01,0.02,0.11,Normal,145720
5065,0.02,1.9,0.01,0.04,0.19,Normal,145718
5066,0.02,2.03,0.03,0.07,0.14,Normal,145717
5067,0.01,2.01,0.01,0.01,0.12,Normal,145716
5068,0.07,2.9,0.08,0.19,0.32,Normal,141997
5069,0.01,0.98,0.07,0.08,0.24,Foil,145713
5070,0.02,1.0,0.1,0.14,0.29,Foil,145712
5071,0.43,5.0,0.6,0.82,1.5,Foil,141996
5072,0.01,0.97,0.01,0.04,0.14,Normal,145669
5073,6.97,16.45,6.75,8.39,8.69,Foil,145337
5074,0.01,1.13,0.03,0.05,0.25,Foil,145710
5075,0.02,0.97,0.02,0.04,0.12,Normal,145362
5076,0.59,7.5,1.09,1.51,1.93,Foil,141995
5077,0.03,4.66,0.23,0.47,0.52,Foil,145707
5078,0.99,3.59,0.5,1.04,1.24,Normal,144817
5079,0.02,2.5,0.01,0.07,0.2,Normal,145706
5080,0.02,1.9,0.01,0.03,0.2,Normal,145705
5081,0.04,1.9,0.01,0.05,0.2,Normal,145703
5082,0.09,2.0,0.25,0.66,0.98,Foil,141994
5083,0.02,1.0,0.05,0.09,0.34,Foil,145698
5084,0.01,1.09,0.06,0.09,0.24,Foil,145697
5085,0.01,1.37,0.05,0.09,0.42,Foil,145614
5086,0.06,1.31,0.15,0.43,0.5,Foil,145252
5087,0.01,1.18,0.1,0.15,0.29,Foil,145695
5088,0.01,1.5,0.02,0.05,0.34,Foil,145691
5089,0.02,2.04,0.02,0.09,0.15,Normal,145687
5090,0.25,3.99,0.59,0.86,1.07,Foil,141993
5091,0.04,1.9,0.04,0.1,0.21,Normal,144667
5092,0.32,5.17,0.19,0.43,0.65,Normal,145683
5093,0.15,11.99,0.7,0.9,1.2,Foil,141992
5094,0.1,2.4,0.05,0.1,0.42,Normal,145587
5095,0.04,,,,,Foil,145821
5096,0.02,,,,,Foil,145820
5097,0.06,,,,,Foil,145819
5098,0.02,,,,,Foil,145818
5099,0.04,,,,,Foil,145817
5100,0.07,,,,,Foil,145816
5101,,,,,,Foil,145815
5102,0.04,1.05,0.01,0.12,0.18,Normal,145814
5103,0.04,1.9,0.03,0.07,0.18,Normal,145813
5104,0.1,2.5,0.03,0.15,0.19,Normal,145812
5105,,,,,,Normal,149322
5106,,,,,,Normal,146114
5107,5.0,7.68,5.5,5.36,6.17,Foil,146101
5108,,,,,,Normal,146080
5109,,9.56,8.0,9.56,8.58,Foil,146073
5110,,9.5,5.49,5.93,6.66,Foil,146071
5111,7.49,9.24,7.49,8.35,8.09,Foil,146122
5112,14.0,11.8,7.25,8.09,10.0,Foil,146120
5113,,,,,,Normal,146116
5114,,,,,,Normal,146110
5115,,,,,,Normal,146108
5116,,,,,,Normal,146094
5117,,,,,,Normal,146077
5118,2.37,10.88,1.99,2.48,3.79,Foil,146070
5119,,,,,,Normal,146064
5120,,,,,,Normal,146125
5121,7.18,10.99,7.92,7.93,8.91,Foil,146124
5122,,8.54,3.59,6.83,7.16,Foil,146118
5123,,,,,,Normal,146096
5124,8.0,12.38,6.25,7.86,8.65,Foil,146085
5125,8.68,14.99,7.99,6.33,9.0,Foil,146084
5126,,,,,,Normal,146079
5127,6.75,9.99,6.0,6.04,7.32,Foil,146051
5128,,,,,,Normal,146128
5129,,,,,,Normal,146123
5130,,,,,,Normal,146109
5131,2.99,16.57,1.79,3.48,4.05,Foil,146099
5132,,,,,,Normal,146091
5133,,,,,,Normal,146082
5134,0.24,2.5,0.2,0.66,0.79,Foil,146074
5135,0.68,9.99,0.69,0.98,1.49,Foil,146068
5136,12.39,25.36,12.39,14.16,15.49,Foil,158931
5137,1.79,14.95,1.79,2.65,3.33,Foil,146067
5138,,,,,,Normal,146063
5139,1.24,6.23,0.98,1.97,2.23,Foil,146121
5140,0.25,3.8,0.25,0.84,0.99,Foil,146117
5141,,,,,,Normal,146113
5142,,,,,,Normal,146112
5143,1.19,5.98,1.18,1.42,1.99,Foil,146102
5144,,,,,,Normal,146097
5145,,,,,,Normal,146095
5146,,,,,,Normal,146062
5147,,,,,,Normal,146061
5148,,,,,,Normal,146060
5149,0.19,5.23,0.05,0.3,0.49,Foil,146652
5150,0.86,1.66,0.45,0.9,0.99,Foil,146052
5151,0.89,3.99,0.49,1.07,1.85,Foil,145882
5152,,,,,,Normal,146126
5153,,,,,,Normal,146115
5154,3.48,4.48,2.5,3.48,3.8,Foil,146104
5155,0.83,8.99,0.75,1.17,1.98,Foil,146103
5156,,,,,,Normal,146098
5157,,,,,,Normal,146076
5158,2.95,4.36,1.67,3.42,2.99,Foil,146069
5159,1.41,4.49,1.0,1.37,1.89,Foil,146066
5160,,,,,,Normal,146059
5161,,,,,,Normal,146058
5162,1.63,11.95,1.63,3.55,3.13,Foil,146054
5163,,,,,,Normal,146111
5164,32.15,49.01,25.75,30.52,34.0,Foil,146106
5165,,,,,,Normal,146100
5166,,,,,,Normal,146092
5167,,9.3,1.5,1.92,3.34,Foil,146088
5168,9.11,20.24,7.0,8.81,10.0,Foil,146086
5169,3.34,4.5,1.99,2.9,2.83,Foil,146083
5170,,,,,,Normal,146078
5171,,,,,,Normal,146075
5172,0.38,3.0,0.49,0.73,1.0,Foil,146072
5173,,4.0,0.17,0.76,1.01,Foil,146065
5174,4.0,4.97,2.93,2.53,4.48,Foil,146053
5175,,,,,,Normal,146127
5176,2.44,7.99,1.99,3.06,2.59,Foil,146119
5177,,,,,,Normal,146107
5178,1.19,2.6,0.6,1.1,1.3,Foil,146105
5179,,,,,,Normal,146093
5180,1.97,8.0,1.25,2.47,2.72,Foil,146090
5181,,15.99,7.91,9.4,9.09,Foil,146089
5182,3.09,4.99,2.08,2.74,2.79,Foil,146087
5183,,,,,,Normal,146081
5184,,,,,,Normal,146057
5185,0.27,3.99,0.2,0.28,0.72,Foil,147228
5186,1.68,4.99,1.63,1.75,2.09,Foil,146056
5187,1.9,3.67,1.25,1.46,2.0,Foil,146055
5188,1.48,6.46,1.48,1.81,2.24,Foil,146694
5189,1.11,4.99,0.87,1.39,1.51,Foil,146691
5190,1.11,9.99,1.0,1.45,1.69,Foil,146689
5191,1.15,10.99,0.5,1.26,1.97,Foil,146693
5192,1.11,9.99,0.99,1.48,1.8,Foil,146690
5193,,,,,,Normal,145876
5194,,,,,,Normal,145874
5195,11.99,25.0,11.4,11.01,12.99,Foil,145875
5196,118.0,275.0,144.99,118.93,160.0,Foil,145877
5197,,,,,,Foil,134945
5198,,,,,,Foil,134944
5199,,,,,,Foil,134946
5200,,,,,,Foil,134947
5201,,1.76,0.1,0.26,0.35,Normal,139794
5202,0.06,0.5,0.07,0.09,0.15,Normal,140089
5203,0.06,0.5,0.05,0.1,0.15,Normal,140088
5204,,,,,,Foil,140087
5205,0.06,0.5,0.08,0.1,0.16,Normal,140095
5206,,,,,,Foil,140094
5207,,,,,,Foil,140093
5208,,,,,,Foil,140101
5209,,,,,,Foil,140100
5210,,,,,,Foil,140099
5211,,,,,,Foil,140092
5212,0.03,0.5,0.07,0.08,0.16,Normal,140091
5213,0.09,0.99,0.09,0.12,0.2,Normal,140090
5214,0.08,0.5,0.07,0.08,0.18,Normal,140098
5215,0.1,0.5,0.06,0.1,0.15,Normal,140097
5216,0.09,0.99,0.09,0.24,0.25,Normal,140096
5217,0.09,0.63,0.03,0.15,0.21,Normal,140145
5218,,,,,,Foil,140144
5219,0.43,2.5,0.15,0.48,0.44,Normal,140143
5220,,,,,,Foil,140142
5221,0.19,2.5,0.15,0.28,0.28,Normal,140141
5222,0.14,2.5,0.2,0.26,0.29,Normal,140140
5223,0.11,2.5,0.1,0.26,0.3,Normal,140139
5224,0.11,0.88,0.1,0.12,0.24,Normal,140138
5225,,,,,,Foil,140137
5226,,,,,,Foil,140136
5227,,,,,,Foil,140135
5228,0.09,0.48,0.09,0.1,0.16,Normal,140134
5229,,,,,,Foil,140133
5230,0.28,2.88,0.15,0.42,0.63,Normal,140132
5231,0.15,0.75,0.1,0.15,0.25,Normal,140131
5232,0.08,0.65,0.09,0.15,0.18,Normal,140130
5233,0.1,0.65,0.1,0.15,0.19,Normal,140129
5234,1.75,2.0,0.5,0.95,0.9,Normal,140128
5235,,,,,,Foil,140127
5236,,,,,,Foil,140126
5237,,,,,,Foil,140125
5238,,,,,,Foil,140124
5239,0.18,1.99,0.2,0.43,0.45,Normal,140123
5240,0.11,0.99,0.09,0.14,0.18,Normal,140122
5241,0.06,0.65,0.09,0.19,0.22,Normal,140121
5242,,,,,,Foil,140120
5243,,,,,,Foil,140119
5244,,,,,,Foil,140118
5245,,,,,,Foil,140117
5246,0.3,1.0,0.22,0.36,0.34,Normal,140116
5247,0.16,2.5,0.2,0.69,0.68,Normal,140115
5248,0.29,0.99,0.2,0.43,0.37,Normal,140114
5249,1.54,3.5,1.34,2.25,2.31,Normal,140113
5250,0.15,1.08,0.19,0.45,0.45,Normal,140112
5251,,,,,,Foil,140111
5252,,,,,,Foil,140110
5253,,,,,,Foil,140109
5254,,,,,,Foil,140108
5255,0.18,2.5,0.1,0.19,0.25,Normal,140107
5256,,,,,,Foil,139814
5257,3.48,3.48,0.2,2.22,0.97,Normal,140106
5258,0.11,0.99,0.09,0.29,0.29,Normal,140105
5259,0.5,5.22,0.84,2.82,1.84,Normal,140104
5260,,,,,,Foil,140103
5261,,,,,,Foil,140102
5262,,,,,,Foil,140086
5263,,,,,,Foil,140085
5264,,,,,,Foil,140084
5265,,,,,,Foil,140083
5266,0.27,2.99,0.25,0.38,0.5,Normal,140082
5267,,,,,,Foil,140081
5268,,,,,,Foil,139804
5269,1.11,4.41,1.0,2.47,2.35,Normal,139795
5270,,,,,,Foil,140080
5271,,,,,,Foil,140079
5272,,,,,,Foil,140078
5273,,,,,,Foil,140077
5274,,,,,,Foil,140076
5275,,,,,,Foil,140075
5276,,,,,,Foil,140074
5277,0.39,2.99,0.39,0.8,0.82,Normal,140073
5278,0.1,0.65,0.1,0.14,0.24,Normal,140072
5279,0.21,2.5,0.63,1.15,1.06,Normal,140070
5280,0.46,4.75,1.31,2.71,2.51,Normal,140067
5281,0.12,4.0,0.76,1.0,1.05,Normal,140066
5282,0.25,2.5,0.13,0.26,0.29,Normal,139855
5283,0.26,2.5,0.25,0.64,0.73,Normal,140050
5284,,,,,,Foil,140049
5285,,,,,,Foil,140048
5286,,,,,,Foil,140044
5287,,,,,,Foil,140043
5288,,,,,,Foil,139799
5289,0.96,10.53,3.79,5.01,5.0,Normal,140038
5290,0.29,5.95,0.94,1.86,1.82,Normal,140018
5291,,,,,,Foil,140015
5292,0.17,1.5,0.25,0.37,0.38,Normal,140005
5293,,,,,,Foil,139995
5294,,,,,,Foil,139994
5295,0.24,2.0,0.44,0.72,0.61,Normal,139976
5296,3.22,13.55,5.43,7.61,7.89,Normal,139961
5297,,,,,,Foil,139959
5298,,,,,,Foil,139957
5299,,,,,,Foil,139953
5300,0.2,6.56,2.2,3.45,3.51,Normal,139948
5301,0.43,4.47,1.35,2.66,2.99,Normal,139947
5302,,,,,,Foil,139939
5303,,,,,,Foil,139934
5304,0.29,2.99,0.35,0.88,0.75,Normal,139930
5305,,,,,,Foil,139918
5306,0.22,1.32,0.32,0.56,0.49,Normal,139910
5307,,,,,,Foil,139901
5308,0.09,1.29,0.1,0.19,0.22,Normal,139896
5309,0.2,2.5,0.32,0.72,0.73,Normal,139895
5310,,,,,,Foil,140065
5311,,,,,,Foil,140058
5312,0.96,2.99,0.69,1.13,1.04,Normal,140057
5313,0.14,2.75,0.37,0.52,0.56,Normal,140056
5314,0.12,1.99,0.25,0.66,0.49,Normal,140045
5315,0.09,2.5,0.13,0.24,0.42,Normal,140040
5316,0.13,2.5,0.08,0.21,0.35,Normal,140035
5317,0.14,2.5,0.1,0.26,0.44,Normal,140034
5318,0.13,2.5,0.13,0.21,0.34,Normal,140032
5319,0.27,5.0,0.36,0.91,0.95,Normal,139827
5320,,,,,,Foil,140029
5321,0.16,1.99,0.2,0.57,0.48,Normal,140017
5322,,,,,,Foil,140014
5323,,,,,,Foil,140010
5324,0.12,2.5,0.1,0.24,0.38,Normal,140001
5325,,,,,,Foil,139998
5326,0.58,2.99,0.43,0.86,0.86,Normal,140000
5327,,,,,,Foil,139999
5328,,,,,,Foil,139996
5329,,,,,,Foil,139992
5330,,,,,,Foil,139990
5331,0.13,2.5,0.09,0.24,0.35,Normal,139989
5332,3.91,5.9,1.85,3.15,3.28,Normal,139988
5333,0.17,95.0,0.3,0.92,0.96,Normal,139987
5334,,,,,,Foil,139981
5335,,,,,,Foil,139973
5336,0.05,0.65,0.06,0.1,0.19,Normal,139965
5337,0.13,3.5,0.27,0.63,0.66,Normal,139962
5338,0.71,6.5,1.19,2.04,2.1,Normal,139956
5339,0.28,2.5,0.3,0.56,0.61,Normal,139949
5340,,,,,,Foil,139943
5341,0.13,2.5,0.12,0.22,0.35,Normal,139940
5342,0.1,1.25,0.2,0.3,0.3,Normal,139924
5343,,,,,,Foil,139923
5344,0.14,2.5,0.14,0.31,0.48,Normal,139922
5345,0.08,2.5,0.04,0.14,0.24,Normal,139914
5346,0.12,2.5,0.14,0.23,0.35,Normal,139911
5347,,,,,,Foil,139905
5348,,,,,,Foil,139902
5349,0.06,1.24,0.06,0.14,0.24,Normal,139899
5350,0.38,2.5,0.2,0.38,0.49,Normal,139897
5351,2.59,4.99,1.6,2.67,2.97,Normal,140071
5352,2.99,4.99,0.93,1.67,2.45,Normal,140055
5353,0.16,6.68,0.77,2.64,1.53,Normal,140039
5354,0.03,0.65,0.03,0.08,0.23,Normal,140023
5355,0.02,0.65,0.04,0.11,0.21,Normal,140016
5356,,,,,,Foil,139997
5357,1.95,6.59,0.5,1.59,2.5,Normal,139972
5358,,,,,,Foil,139968
5359,0.12,2.5,0.09,0.14,0.33,Normal,139960
5360,,,,,,Foil,139955
5361,,,,,,Foil,139950
5362,0.15,3.69,1.09,1.87,2.29,Normal,139945
5363,1.99,4.56,1.0,2.25,2.45,Normal,139942
5364,0.9,1.99,0.7,1.06,1.13,Normal,139927
5365,0.08,0.65,0.01,0.09,0.15,Normal,139926
5366,,,,,,Foil,139889
5367,,,,,,Foil,140061
5368,,,,,,Foil,140059
5369,0.33,3.5,0.25,0.61,0.75,Normal,139828
5370,,,,,,Foil,140026
5371,0.13,0.62,0.09,0.14,0.25,Normal,140019
5372,0.35,1.25,0.24,0.46,0.49,Normal,140006
5373,0.2,2.5,0.25,0.63,0.69,Normal,139958
5374,,,,,,Foil,139941
5375,,,,,,Foil,139937
5376,,,,,,Foil,139936
5377,,,,,,Foil,139935
5378,,,,,,Foil,139925
5379,,,,,,Foil,139917
5380,1.36,5.15,1.75,2.88,2.79,Normal,139915
5381,,,,,,Foil,140064
5382,,,,,,Foil,140062
5383,,,,,,Foil,140060
5384,0.25,1.0,0.15,0.26,0.26,Normal,140052
5385,0.12,2.5,0.09,0.17,0.35,Normal,140037
5386,0.03,2.5,0.03,0.07,0.25,Normal,140036
5387,,,,,,Foil,140028
5388,,,,,,Foil,140027
5389,0.16,0.54,0.09,0.15,0.22,Normal,140021
5390,,,,,,Foil,140013
5391,,,,,,Foil,140009
5392,,,,,,Foil,140008
5393,0.13,2.5,0.11,0.27,0.42,Normal,140007
5394,0.16,4.0,0.5,1.07,0.86,Normal,139993
5395,,,,,,Foil,139979
5396,,,,,,Foil,139977
5397,,,,,,Foil,139952
5398,0.04,0.69,0.1,0.23,0.23,Normal,139944
5399,0.16,2.5,0.24,0.47,0.5,Normal,139938
5400,,,,,,Foil,139932
5401,0.13,2.5,0.1,0.19,0.32,Normal,139931
5402,0.14,1.25,0.23,0.44,0.48,Normal,139929
5403,0.14,2.5,0.08,0.24,0.4,Normal,139928
5404,,,,,,Foil,139805
5405,,,,,,Foil,139921
5406,0.14,2.5,0.12,0.23,0.4,Normal,139920
5407,2.02,7.69,3.11,4.08,4.15,Normal,139913
5408,0.14,2.5,0.19,0.48,0.5,Normal,139912
5409,0.36,4.99,0.42,0.65,0.89,Normal,139908
5410,,,,,,Foil,139907
5411,0.13,2.5,0.2,0.45,0.6,Normal,139906
5412,4.5,9.0,2.73,4.24,4.5,Normal,139904
5413,,,,,,Foil,139900
5414,0.46,3.99,0.23,0.72,0.72,Normal,139892
5415,,,,,,Foil,139891
5416,0.06,2.5,0.09,0.21,0.26,Normal,139890
5417,0.15,2.5,0.15,0.26,0.38,Normal,140041
5418,,,,,,Foil,140031
5419,,,,,,Foil,140030
5420,0.19,3.99,1.39,2.38,2.39,Normal,140022
5421,0.28,2.5,0.35,0.65,0.72,Normal,140011
5422,0.04,0.65,0.03,0.09,0.22,Normal,140002
5423,,,,,,Foil,139991
5424,0.09,0.9,0.05,0.09,0.15,Normal,139986
5425,0.1,0.95,0.08,0.1,0.15,Normal,139963
5426,0.22,2.5,0.14,0.34,0.44,Normal,139954
5427,,,,,,Foil,139916
5428,,,,,,Foil,139909
5429,0.14,2.5,0.19,0.52,0.5,Normal,139898
5430,0.12,1.25,0.12,0.19,0.21,Normal,139894
5431,,,,,,Foil,139893
5432,0.04,0.65,0.04,0.09,0.23,Normal,140069
5433,0.15,1.4,0.13,0.31,0.45,Normal,140068
5434,0.07,0.65,0.07,0.1,0.25,Normal,140054
5435,1.03,4.99,0.94,1.38,1.5,Normal,140051
5436,,,,,,Foil,140047
5437,,,,,,Foil,140046
5438,,,,,,Foil,140042
5439,0.14,2.5,0.09,0.16,0.3,Normal,139789
5440,,,,,,Foil,140025
5441,,,,,,Foil,140024
5442,0.12,3.99,0.14,0.19,0.47,Normal,140020
5443,0.07,0.65,0.07,0.09,0.25,Normal,140004
5444,0.11,2.5,0.05,0.13,0.25,Normal,140003
5445,,,,,,Foil,139975
5446,0.07,0.66,0.08,0.16,0.23,Normal,139974
5447,2.2,4.99,1.75,2.5,2.85,Normal,139817
5448,,,,,,Foil,139969
5449,,,,,,Foil,139967
5450,,,,,,Foil,139966
5451,,15.99,3.8,7.06,6.22,Normal,139946
5452,,,,,,Foil,139933
5453,,,,,,Foil,139919
5454,,,,,,Foil,139903
5455,6.62,11.0,4.3,6.17,6.16,Normal,139798
5456,6.41,20.09,12.0,14.67,15.0,Foil,139820
5457,,,,,,Foil,139850
5458,4.25,24.02,11.0,15.64,14.93,Normal,139815
5459,,,,,,Foil,139844
5460,3.49,29.99,12.61,15.76,14.6,Normal,139786
5461,,,,,,Foil,139792
5462,,,,,,Foil,139801
5463,2.28,18.09,6.1,10.22,9.05,Foil,139800
5464,0.15,4.5,0.58,0.93,0.99,Normal,140053
5465,,,,,,Foil,139829
5466,,,,,,Normal,139797
5467,,,,,,Normal,139788
5468,,,,,,Normal,139787
5469,,,,,,Normal,139824
5470,,,,,,Normal,139854
5471,,,,,,Normal,139818
5472,5.87,14.0,4.0,6.4,6.99,Foil,139970
5473,,,,,,Normal,139846
5474,,,,,,Foil,139813
5475,1.84,17.88,7.41,8.34,11.36,Foil,139811
5476,0.44,3.99,0.36,0.6,0.97,Foil,139784
5477,,,,,,Foil,139791
5478,0.15,2.64,0.18,0.24,0.49,Normal,139819
5479,1.6,12.8,4.5,6.09,5.91,Normal,139816
5480,0.14,75.0,0.15,0.39,0.5,Normal,139779
5481,,,,,,Foil,139806
5482,,,,,,Foil,139831
5483,0.14,3.0,0.1,0.18,0.49,Normal,140033
5484,,,,,,Foil,139823
5485,0.17,2.99,0.11,0.18,0.43,Normal,139964
5486,,,,,,Foil,139822
5487,0.62,7.85,2.99,5.07,4.31,Normal,139808
5488,,,,,,Foil,139821
5489,0.14,3.0,0.28,0.59,0.79,Normal,139802
5490,1.6,13.99,5.29,6.67,7.5,Normal,139856
5491,0.23,5.14,1.82,3.15,3.0,Normal,139853
5492,0.2,2.99,0.59,0.88,0.99,Normal,139825
5493,11.99,18.0,6.0,9.32,9.92,Normal,140146
5494,0.15,2.5,0.2,0.48,0.63,Normal,139849
5495,,,,,,Foil,139807
5496,,,,,,Foil,139803
5497,,,,,,Foil,139793
5498,,,,,,Foil,140012
5499,,,,,,Foil,139978
5500,9.54,19.99,11.41,15.81,14.35,Normal,139796
5501,,,,,,Foil,139951
5502,0.13,2.5,0.1,0.29,0.35,Normal,139809
5503,,,,,,Foil,139830
5504,,,,,,Foil,139790
5505,0.16,4.99,0.52,1.25,1.1,Normal,139826
5506,,,,,,Foil,139971
5507,,,,,,Foil,139812
5508,0.12,1.32,0.05,0.14,0.25,Normal,139810
5509,,,,,,Foil,139785
5510,,,,,,Foil,139783
5511,,,,,,Normal,145811
5512,,,,,,Normal,137955
5513,,,,,,Normal,137958
5514,,,,,,Normal,137956
5515,,,,,,Normal,137954
5516,,,,,,Normal,137953
5517,,,,,,Normal,137957
5518,0.03,0.99,0.04,0.17,0.18,Normal,135021
5519,,1.99,0.1,0.39,0.48,Normal,135023
5520,0.07,0.99,0.07,0.1,0.15,Normal,135026
5521,0.08,0.89,0.05,0.11,0.2,Normal,135024
5522,3.78,12.71,7.99,6.45,11.5,Foil,134880
5523,,,,,,Foil,135025
5524,,,,,,Foil,135022
5525,0.07,2.08,0.07,0.1,0.13,Normal,135020
5526,0.07,2.27,0.09,0.11,0.21,Normal,135019
5527,,,,,,Normal,134881
5528,0.02,10.0,0.05,0.07,0.15,Normal,136722
5529,0.02,10.0,0.05,0.07,0.15,Normal,136721
5530,0.02,1.67,0.25,0.38,0.68,Foil,136726
5531,0.02,8.24,0.25,0.42,0.67,Foil,136725
5532,0.02,1.9,0.05,0.1,0.15,Normal,136730
5533,0.05,1.09,0.36,0.48,0.67,Foil,136729
5534,0.02,1.64,0.22,0.38,0.68,Foil,136724
5535,0.1,2.08,0.05,0.09,0.15,Normal,136723
5536,0.02,2.05,0.04,0.08,0.15,Normal,136728
5537,0.05,5.43,0.34,0.43,0.7,Foil,136727
5538,0.2,6.99,1.49,1.83,2.7,Foil,135046
5539,0.28,8.5,1.5,2.34,2.99,Foil,135048
5540,0.22,1.9,0.2,0.44,0.47,Normal,135050
5541,0.25,9.0,2.25,3.28,3.89,Foil,135047
5542,0.2,2.24,0.13,0.27,0.31,Normal,135049
5543,0.02,2.05,0.03,0.1,0.15,Normal,136623
5544,0.12,4.99,0.04,0.15,0.5,Normal,135093
5545,0.79,7.99,0.98,1.26,1.51,Normal,135016
5546,0.22,2.5,0.1,0.45,0.46,Normal,135091
5547,0.02,2.0,0.05,0.1,0.23,Normal,135090
5548,0.25,4.99,0.45,1.16,1.18,Foil,135088
